number_series,answer,obfuscation
"16800, 4200, 1050, 262.5, ?, 16.40625",65.625,"c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da, 262.5, ?, 16.40625"
"4, 20, 51, 105, ?, 314",190,"a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, e4da3b7fbbce2345d7772b0674a318d5 c4ca4238a0b923820dcc509a6f75849b, 105, ?, 314"
"3, 5, 5, 19, 7, 41, 9, ...",71,"3, e4da3b7fbbce2345d7772b0674a318d5, 5, 19, 7, a87ff679a2f3e71d9181a67b7542122c c4ca4238a0b923820dcc509a6f75849b, 9, ..."
"225, 236, 260, 301, 355, 430",301,"c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, 260, eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da c4ca4238a0b923820dcc509a6f75849b, eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5, a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da"
"9, 265, 393, 457, 489, ?",505,"45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26 eccbc87e4b5ce2fe28308fd9f2a7baf3, a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5 8f14e45fceea167a5a36dedd4bea2543, a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"43, 47, 56, 81, 130, ?",251,"a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3, 47, e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, c9f0f895fb98ab9159f51fd0297e236d c4ca4238a0b923820dcc509a6f75849b, 130, ?"
"40, 45, 135, 442.5, 1285, 3837.5",135,"a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5, 442.5, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d e4da3b7fbbce2345d7772b0674a318d5, 3837.5"
"13, 15, 19, 27, 43, ?",75,"13, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, 27, a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3, ?"
"2, 4, 10, 34, 152, 874",152,"c81e728d9d4c2f636f067f89cc14862c, 4, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c, 874"
"1, 2, 6, 15, ..., 56, 92",31,"1, c81e728d9d4c2f636f067f89cc14862c, 1679091c5a880faf6fb5e6087eb1b2dc, 15, ..., 56, 92"
"121, 145, 171, 199, 229, 264",264,"c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b, 199, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c 45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc a87ff679a2f3e71d9181a67b7542122c"
"8, 39, 79, 394, 789, ?",3944,"c9f0f895fb98ab9159f51fd0297e236d, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26 a87ff679a2f3e71d9181a67b7542122c, 8f14e45fceea167a5a36dedd4bea2543 c9f0f895fb98ab9159f51fd0297e236d 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"4, 9, 6, 11, 8, ...",13,"4, 9, 6, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b, 8, ..."
"9, 11, 14, 16, 19, 21, ...",24,"45c48cce2e2d7fbdea1afc51c7c6ad26, 11, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c, 16, 19, 21, ..."
"125, 126, 130, 139, 155, 180, ?",216,"c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc, 130, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5, 180, ?"
"156, 145, 123, 90, 46, ?",-9,"c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c eccbc87e4b5ce2fe28308fd9f2a7baf3, 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da, a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, ?"
"31, 17, 26, 64.5, ?, 1006.6",224.25,"eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc, 64.5, ?, 1006.6"
"7, 6, 3, -6, ?, -114",-33,"8f14e45fceea167a5a36dedd4bea2543, 1679091c5a880faf6fb5e6087eb1b2dc, eccbc87e4b5ce2fe28308fd9f2a7baf3, -6, ?, -114"
"2, 5, 10, 50, 500, 5000",5000,"2, e4da3b7fbbce2345d7772b0674a318d5, 10, 50, e4da3b7fbbce2345d7772b0674a318d5 cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, 5000"
"1, 4, 9, 16, ...",25,"1, 4, 45c48cce2e2d7fbdea1afc51c7c6ad26, 16, ..."
"1.5, 2.3, 3.1, 3.9, ...",4.7,"1.5, 2.3, 3.1, 3.9, ..."
"3, 16, 45, 96, 175, ?",288,"eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc, 45, 96, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 e4da3b7fbbce2345d7772b0674a318d5, ?"
"1, 30, 5, 26, 9, 22, 13, 18, ...",17,"1, 30, 5, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc, 9, 22, 13, 18, ..."
"5, 3, 6, 9, ?, 15",12,"5, eccbc87e4b5ce2fe28308fd9f2a7baf3, 1679091c5a880faf6fb5e6087eb1b2dc, 45c48cce2e2d7fbdea1afc51c7c6ad26, ?, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5"
"11, 12, 15, 20, 27, ...",36,"11, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c, 15, 20, 27, ..."
"1, 9, 36, 100, 225, ?",441,"1, 45c48cce2e2d7fbdea1afc51c7c6ad26, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5, ?"
"9, 6, 19, 14, 39, ?",30,"45c48cce2e2d7fbdea1afc51c7c6ad26, 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"13, 17, 26, 42, 67, ...",103,"13, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc, 42, 67, ..."
"24, 70, 144, 252, 400, ?",594,"c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c, a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da cfcd208495d565ef66e7dff9f98764da, ?"
"660, 656, 620, 520, 324, ?",0,"1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da, 1679091c5a880faf6fb5e6087eb1b2dc e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, 1679091c5a880faf6fb5e6087eb1b2dc c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, ?"
"3, 4, 7, 8, 11, 12, ...",15,"3, a87ff679a2f3e71d9181a67b7542122c, 7, 8, 11, 12, ..."
"8, 27, 125, 343, 1381",1381,"8, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543, 125, 343, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3 c9f0f895fb98ab9159f51fd0297e236d c4ca4238a0b923820dcc509a6f75849b"
"12, 7, 21, 16, 30, ...",25,"12, 7, 21, 16, eccbc87e4b5ce2fe28308fd9f2a7baf3 cfcd208495d565ef66e7dff9f98764da, ..."
"3, 17, 45, 87, 143, ?",213,"eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543, 45, c9f0f895fb98ab9159f51fd0297e236d 8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3, ?"
"10, 9, 60, 90, 70, 66, ...",96,"10, 45c48cce2e2d7fbdea1afc51c7c6ad26, 60, 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da, 70, 66, ..."
"14, 25, 47, 91, 179, ...",355,"14, 25, 47, 45c48cce2e2d7fbdea1afc51c7c6ad26 c4ca4238a0b923820dcc509a6f75849b, 179, ..."
"15, 22, 40, 75, 133, ?",220,"c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c, 40, 8f14e45fceea167a5a36dedd4bea2543 e4da3b7fbbce2345d7772b0674a318d5, 133, ?"
"2, 3, 10, 39, 172, ?",885,"c81e728d9d4c2f636f067f89cc14862c, eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 45c48cce2e2d7fbdea1afc51c7c6ad26, 172, ?"
"50, 45, 40, 35, 30, ...",25,"50, a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, 40, 35, 30, ..."
"132, 156, ?, 210, 240, 272",182,"132, 156, ?, 210, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c cfcd208495d565ef66e7dff9f98764da, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543 c81e728d9d4c2f636f067f89cc14862c"
"43, 54, 76, 109, 153, ?",208,"a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3, e4da3b7fbbce2345d7772b0674a318d5 a87ff679a2f3e71d9181a67b7542122c, 8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da 45c48cce2e2d7fbdea1afc51c7c6ad26, 153, ?"
"824, 568, 793, 597, 766, ?",622,"c9f0f895fb98ab9159f51fd0297e236d c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc c9f0f895fb98ab9159f51fd0297e236d, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26 eccbc87e4b5ce2fe28308fd9f2a7baf3, e4da3b7fbbce2345d7772b0674a318d5 45c48cce2e2d7fbdea1afc51c7c6ad26 8f14e45fceea167a5a36dedd4bea2543, 8f14e45fceea167a5a36dedd4bea2543 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, ?"
"3, 10, 24, 50, ?, 170",120,"eccbc87e4b5ce2fe28308fd9f2a7baf3, 10, 24, 50, ?, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da"
"46, 57, 70, 81, ?, 105",94,"a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, 57, 8f14e45fceea167a5a36dedd4bea2543 cfcd208495d565ef66e7dff9f98764da, c9f0f895fb98ab9159f51fd0297e236d c4ca4238a0b923820dcc509a6f75849b, ?, c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5"
"5, 36, 191, 966, ?, 24216",4841,"e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 c4ca4238a0b923820dcc509a6f75849b, 45c48cce2e2d7fbdea1afc51c7c6ad26 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, ?, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b 1679091c5a880faf6fb5e6087eb1b2dc"
"2, 6, 18, 54, ...",162,"c81e728d9d4c2f636f067f89cc14862c, 6, 18, 54, ..."
"452, 790, 1466, 2818, 5522, ?",10930,"a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c, 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26 cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc 1679091c5a880faf6fb5e6087eb1b2dc, c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, 5522, ?"
"14, 28, 20, 40, 32, 64, ...",56,"14, 28, 20, 40, 32, 1679091c5a880faf6fb5e6087eb1b2dc a87ff679a2f3e71d9181a67b7542122c, ..."
"120, 145, ?, 197, 224, 257",168,"c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, ?, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, c81e728d9d4c2f636f067f89cc14862c e4da3b7fbbce2345d7772b0674a318d5 8f14e45fceea167a5a36dedd4bea2543"
"15, 19, 83, 119, 631, ?",731,"15, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, c9f0f895fb98ab9159f51fd0297e236d eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, 631, ?"
"6, 11, 18, 27, ...",38,"6, 11, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, 27, ..."
"1024, 520, 268, 142, ?, 47.5",79,"c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, 520, 268, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c c81e728d9d4c2f636f067f89cc14862c, ?, 47.5"
"2, 18, 36, ?, 98, 146, 188",68,"2, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, eccbc87e4b5ce2fe28308fd9f2a7baf3 1679091c5a880faf6fb5e6087eb1b2dc, ?, 45c48cce2e2d7fbdea1afc51c7c6ad26 c9f0f895fb98ab9159f51fd0297e236d, c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d c9f0f895fb98ab9159f51fd0297e236d"
"5, 20, 320, 1280, 20480, ?",81920,"e4da3b7fbbce2345d7772b0674a318d5, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, eccbc87e4b5ce2fe28308fd9f2a7baf3 c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da a87ff679a2f3e71d9181a67b7542122c c9f0f895fb98ab9159f51fd0297e236d cfcd208495d565ef66e7dff9f98764da, ?"
"1, 5, 19, 81, ...",411,"c4ca4238a0b923820dcc509a6f75849b, 5, 19, 81, ..."
"21, ?, 52, 80, 119, 171",33,"c81e728d9d4c2f636f067f89cc14862c c4ca4238a0b923820dcc509a6f75849b, ?, 52, 80, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b"
"5.2, 4.8, 4.4, 4, ...",3.6,"5.2, 4.8, 4.4, a87ff679a2f3e71d9181a67b7542122c, ..."
"625, 663, 755, 745, 863, 835",863,"625, 663, 8f14e45fceea167a5a36dedd4bea2543 e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5, 8f14e45fceea167a5a36dedd4bea2543 a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, c9f0f895fb98ab9159f51fd0297e236d 1679091c5a880faf6fb5e6087eb1b2dc eccbc87e4b5ce2fe28308fd9f2a7baf3, c9f0f895fb98ab9159f51fd0297e236d eccbc87e4b5ce2fe28308fd9f2a7baf3 e4da3b7fbbce2345d7772b0674a318d5"
"3, 9, 24, 57, ?, 267, 552",126,"3, 45c48cce2e2d7fbdea1afc51c7c6ad26, c81e728d9d4c2f636f067f89cc14862c a87ff679a2f3e71d9181a67b7542122c, e4da3b7fbbce2345d7772b0674a318d5 8f14e45fceea167a5a36dedd4bea2543, ?, c81e728d9d4c2f636f067f89cc14862c 1679091c5a880faf6fb5e6087eb1b2dc 8f14e45fceea167a5a36dedd4bea2543, e4da3b7fbbce2345d7772b0674a318d5 e4da3b7fbbce2345d7772b0674a318d5 c81e728d9d4c2f636f067f89cc14862c"
"5, 9, 13, 17, 21, ...",25,"5, 9, c4ca4238a0b923820dcc509a6f75849b eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543, 21, ..."
"11043, 11056, 11045, 11054, 11047, ?",11052,"11043, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5 1679091c5a880faf6fb5e6087eb1b2dc, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da a87ff679a2f3e71d9181a67b7542122c e4da3b7fbbce2345d7772b0674a318d5, 11054, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da a87ff679a2f3e71d9181a67b7542122c 8f14e45fceea167a5a36dedd4bea2543, ?"
"105, 118, 111.5, 124.5, 118, ?",131,"c4ca4238a0b923820dcc509a6f75849b cfcd208495d565ef66e7dff9f98764da e4da3b7fbbce2345d7772b0674a318d5, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, 111.5, 124.5, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d, ?"
"25, 33, 54, 99, 179, ?",305,"25, 33, e4da3b7fbbce2345d7772b0674a318d5 a87ff679a2f3e71d9181a67b7542122c, 45c48cce2e2d7fbdea1afc51c7c6ad26 45c48cce2e2d7fbdea1afc51c7c6ad26, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"143, 151, 158, 172, 182, ?",193,"c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c eccbc87e4b5ce2fe28308fd9f2a7baf3, 151, 158, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 c81e728d9d4c2f636f067f89cc14862c, c4ca4238a0b923820dcc509a6f75849b c9f0f895fb98ab9159f51fd0297e236d c81e728d9d4c2f636f067f89cc14862c, ?"
"144, 153, 171, 207, 279, ?",423,"c4ca4238a0b923820dcc509a6f75849b a87ff679a2f3e71d9181a67b7542122c a87ff679a2f3e71d9181a67b7542122c, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5 eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b 8f14e45fceea167a5a36dedd4bea2543 c4ca4238a0b923820dcc509a6f75849b, c81e728d9d4c2f636f067f89cc14862c cfcd208495d565ef66e7dff9f98764da 8f14e45fceea167a5a36dedd4bea2543, c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"7, 11, 15, 19, 23, ...",27,"7, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b, 15, c4ca4238a0b923820dcc509a6f75849b 45c48cce2e2d7fbdea1afc51c7c6ad26, 23, ..."
"2, 5, 12.5, ...",31.25,"c81e728d9d4c2f636f067f89cc14862c, 5, 12.5, ..."
"86, 87, 92, 98, 106",87,"c9f0f895fb98ab9159f51fd0297e236d 1679091c5a880faf6fb5e6087eb1b2dc, c9f0f895fb98ab9159f51fd0297e236d 8f14e45fceea167a5a36dedd4bea2543, 45c48cce2e2d7fbdea1afc51c7c6ad26 c81e728d9d4c2f636f067f89cc14862c, 45c48cce2e2d7fbdea1afc51c7c6ad26 c9f0f895fb98ab9159f51fd0297e236d, 106"
"3, 7, 15, 31, ?, 127",53,"eccbc87e4b5ce2fe28308fd9f2a7baf3, 8f14e45fceea167a5a36dedd4bea2543, c4ca4238a0b923820dcc509a6f75849b e4da3b7fbbce2345d7772b0674a318d5, eccbc87e4b5ce2fe28308fd9f2a7baf3 c4ca4238a0b923820dcc509a6f75849b, ?, c4ca4238a0b923820dcc509a6f75849b c81e728d9d4c2f636f067f89cc14862c 8f14e45fceea167a5a36dedd4bea2543"
"9, 24, 69, 204, 609, ?",1824,"9, 24, 1679091c5a880faf6fb5e6087eb1b2dc 45c48cce2e2d7fbdea1afc51c7c6ad26, 204, 1679091c5a880faf6fb5e6087eb1b2dc cfcd208495d565ef66e7dff9f98764da 45c48cce2e2d7fbdea1afc51c7c6ad26, ?"
"3, 11, 29, 67, 145, ?",303,"eccbc87e4b5ce2fe28308fd9f2a7baf3, c4ca4238a0b923820dcc509a6f75849b c4ca4238a0b923820dcc509a6f75849b, c81e728d9d4c2f636f067f89cc14862c 45c48cce2e2d7fbdea1afc51c7c6ad26, 67, 145, ?"
